date,away_team,home_team,away_runs,home_runs,market_total,over_odds,under_odds,home_wrc_plus,away_wrc_plus,home_sp_xfip,away_sp_xfip,home_bullpen_xfip,away_bullpen_xfip,park_factor,temp_f,wind_out_mph
2026-06-20,CHW,DET,1,4,9.0,-110,-110,100.0,100.0,4.2,4.2,4.5,4.5,98,70,0
2026-06-20,CIN,NYY,10,2,6.5,-110,-110,100.0,100.0,4.2,4.2,2.5,2.5,104,70,0
2026-06-20,TOR,CHC,8,6,8.5,-110,-110,100.0,100.0,4.2,4.2,4.25,4.25,102,70,0
2026-06-20,SDP,TEX,6,4,10.5,-110,-110,100.0,100.0,4.77,4.2,5.17,5.17,103,70,0
2026-06-20,WSN,TBR,4,3,10.0,-110,-110,100.0,100.0,4.2,4.2,5.12,5.12,98,70,0
2026-06-20,SFG,MIA,3,6,9.0,-110,-110,100.0,100.0,4.2,4.2,4.8,4.8,96,70,0
2026-06-20,MIL,ATL,3,4,9.5,-110,-110,100.0,100.0,4.2,4.2,4.75,4.75,101,70,0
2026-06-20,CLE,HOU,8,1,9.0,-110,-110,100.0,100.0,4.2,3.88,4.57,4.57,99,70,0
2026-06-20,NYM,PHI,3,15,9.5,-110,-110,100.0,100.0,4.2,4.99,4.56,4.56,103,70,0
2026-06-20,PIT,COL,1,2,11.5,-110,-110,100.0,100.0,4.2,4.2,5.06,5.06,116,70,0
2026-06-20,LAA,ATH,7,0,9.0,-110,-110,100.0,100.0,3.46,4.2,4.7,4.7,98,70,0
2026-06-20,BAL,LAD,3,2,9.0,-110,-110,100.0,100.0,4.2,4.2,4.59,4.59,100,70,0
2026-06-20,BOS,SEA,5,1,8.5,-110,-110,100.0,100.0,3.26,4.2,4.42,4.42,95,70,0
2026-06-20,MIN,ARI,16,8,8.5,-110,-110,100.0,100.0,4.2,4.2,4.31,4.31,101,70,0
2026-06-21,CIN,NYY,4,1,12.5,-110,-110,41.2,205.9,4.2,4.2,10.0,2.0,104,70,0
2026-06-21,MIL,ATL,9,4,7.0,-110,-110,85.1,63.8,4.2,4.2,3.0,4.0,101,70,0
2026-06-21,WSN,TBR,3,4,7.0,-110,-110,62.3,83.1,4.2,4.2,4.0,3.0,98,70,0
2026-06-21,CHW,DET,4,5,6.5,-110,-110,84.5,21.1,4.2,3.62,1.0,4.0,98,70,0
2026-06-21,SFG,MIA,1,2,8.5,-110,-110,127.1,63.5,5.31,4.2,3.0,6.0,96,70,0
2026-06-21,CLE,HOU,1,2,9.0,-110,-110,22.0,175.7,4.2,4.2,8.0,1.0,99,70,0
2026-06-21,STL,KCR,12,10,9.0,-110,-110,100.0,100.0,4.2,4.2,4.4,4.4,101,70,0
2026-06-21,SDP,TEX,3,4,10.5,-110,-110,84.8,127.3,4.2,4.2,6.0,4.0,103,70,0
2026-06-21,PIT,COL,8,6,6.5,-110,-110,42.9,21.5,4.2,3.81,1.0,2.0,116,70,0
2026-06-21,MIN,ARI,4,2,12.5,-110,-110,168.0,336.1,4.2,4.2,16.0,8.0,101,70,0
2026-06-21,LAA,ATH,9,7,7.0,-110,-110,0.0,149.3,4.2,4.2,7.0,0.0,98,70,0
2026-06-21,BAL,LAD,12,1,6.5,-110,-110,41.5,62.2,4.2,4.2,3.0,2.0,100,70,0
2026-06-21,BOS,SEA,1,3,6.5,-110,-110,20.5,102.4,4.2,4.2,5.0,1.0,95,70,0
2026-06-21,NYM,PHI,2,6,12.5,-110,-110,314.0,62.8,4.2,4.2,3.0,15.0,103,70,0
2026-06-22,NYY,DET,3,5,7.5,-110,-110,94.7,31.6,4.2,4.2,2.5,7.0,98,70,0
2026-06-22,KCR,TBR,2,1,12.5,-110,-110,74.1,211.7,4.2,4.2,3.5,12.0,98,70,0
2026-06-22,TEX,MIA,4,3,7.0,-110,-110,86.6,86.6,4.2,4.2,2.0,4.5,96,70,0
2026-06-22,PHI,WSN,1,4,10.0,-110,-110,76.4,229.2,4.2,4.2,3.5,2.5,100,70,0
2026-06-22,HOU,TOR,2,4,10.0,-110,-110,177.2,33.2,4.2,4.2,6.0,4.5,101,70,0
2026-06-22,MIL,CIN,2,1,10.0,-110,-110,156.6,134.2,4.35,4.2,1.5,4.0,107,70,0
2026-06-22,LAD,MIN,2,1,12.0,-110,-110,228.2,34.2,4.2,4.2,5.0,7.5,99,70,0
2026-06-22,CLE,CHW,5,6,6.5,-110,-110,58.1,104.7,4.2,4.2,4.5,1.5,101,70,0
2026-06-22,ARI,STL,2,3,12.5,-110,-110,276.9,115.4,4.2,4.2,10.0,10.0,98,70,0
2026-06-22,BOS,COL,2,3,8.0,-110,-110,93.4,70.0,4.2,4.2,4.5,2.0,116,70,0
2026-06-22,BAL,LAA,6,1,10.0,-110,-110,188.8,177.0,4.2,4.2,3.5,1.5,99,70,0
2026-06-22,ATL,SDP,0,1,9.0,-110,-110,106.7,94.8,4.2,3.88,4.0,6.0,96,70,0
2026-06-23,HOU,TOR,9,7,8.0,-110,-110,145.5,40.4,4.2,4.2,4.0,4.33,101,70,0
2026-06-23,SEA,PIT,3,2,6.5,-110,-110,106.6,47.4,4.2,4.2,4.0,3.0,96,70,0
2026-06-23,KCR,TBR,12,5,9.0,-110,-110,63.8,143.6,4.2,4.2,3.0,6.5,98,70,0
2026-06-23,TEX,MIA,4,6,7.0,-110,-110,85.7,93.5,4.2,4.2,2.67,4.0,96,70,0
2026-06-23,NYY,DET,4,3,7.5,-110,-110,108.6,46.6,4.2,4.2,2.67,6.33,98,70,0
2026-06-23,PHI,WSN,14,9,8.5,-110,-110,85.7,171.4,4.2,3.57,2.67,3.0,100,70,0
2026-06-23,CHC,NYM,9,6,12.5,-110,-110,56.4,135.3,4.2,4.2,10.5,8.0,97,70,0
2026-06-23,MIL,CIN,2,0,7.5,-110,-110,111.1,103.7,4.2,4.2,1.67,3.0,107,70,0
2026-06-23,LAD,MIN,12,3,9.0,-110,-110,158.1,37.6,4.2,4.2,4.0,5.33,99,70,0
2026-06-23,CLE,CHW,1,2,8.0,-110,-110,81.7,103.9,4.2,4.2,4.67,3.0,101,70,0
2026-06-23,ARI,STL,4,3,12.5,-110,-110,169.3,90.3,4.2,2.48,6.0,7.67,98,70,0
2026-06-23,BOS,COL,5,2,7.0,-110,-110,83.1,60.4,4.2,4.2,3.67,2.33,116,70,0
2026-06-23,BAL,LAA,1,5,9.0,-110,-110,129.0,159.3,4.2,4.2,4.33,1.33,99,70,0
2026-06-23,ATL,SDP,6,7,6.5,-110,-110,76.3,61.1,4.2,4.2,2.67,4.33,96,70,0
2026-06-23,ATH,SFG,1,3,8.5,-110,-110,45.4,79.4,4.2,4.2,4.0,8.0,96,70,0
2026-06-24,TEX,MIA,2,4,7.5,-110,-110,97.4,91.7,4.2,4.2,3.0,4.5,96,70,0
2026-06-24,CHC,NYM,10,3,12.5,-110,-110,84.5,172.8,4.2,3.75,10.0,7.0,97,70,0
2026-06-24,CHC,NYM,10,5,12.5,-110,-110,80.0,190.4,4.42,4.2,10.0,5.67,97,70,0
2026-06-24,CLE,CHW,4,3,7.0,-110,-110,73.3,84.6,4.2,4.2,3.75,2.75,101,70,0
2026-06-24,BOS,COL,6,8,7.5,-110,-110,73.6,73.6,4.2,4.2,4.0,2.25,116,70,0
2026-06-24,BAL,LAA,6,7,8.5,-110,-110,123.4,123.4,4.2,4.2,3.5,2.25,99,70,0
2026-06-24,SEA,PIT,1,11,6.5,-110,-110,81.6,51.9,4.2,4.2,3.67,2.67,96,70,0
2026-06-24,KCR,TBR,3,5,11.0,-110,-110,72.0,177.1,4.2,4.2,5.25,6.0,98,70,0
2026-06-24,NYY,DET,4,2,7.5,-110,-110,94.3,55.5,2.79,3.99,3.0,5.5,98,70,0
2026-06-24,PHI,WSN,5,4,12.0,-110,-110,111.5,200.7,4.2,4.2,5.5,4.5,100,70,0
2026-06-24,HOU,TOR,3,1,10.5,-110,-110,141.2,78.0,3.73,4.2,5.67,5.0,101,70,0
2026-06-24,MIL,CIN,6,5,6.5,-110,-110,84.3,89.9,4.2,4.2,1.75,2.25,107,70,0
2026-06-24,LAD,MIN,4,3,10.5,-110,-110,134.4,95.2,3.52,4.2,6.0,4.75,99,70,0
2026-06-24,ARI,STL,9,4,10.5,-110,-110,134.9,89.9,4.2,4.2,5.33,6.5,98,70,0
2026-06-24,ATL,SDP,2,5,8.0,-110,-110,94.9,78.2,4.2,4.2,3.5,5.0,96,70,0
2026-06-24,ATH,SFG,1,2,7.0,-110,-110,52.3,59.7,4.2,4.2,3.0,6.33,96,70,0
2026-06-25,KCR,TBR,2,13,10.0,-110,-110,81.4,152.6,4.2,4.2,4.8,5.75,98,70,0
2026-06-25,SEA,PIT,1,5,7.5,-110,-110,123.2,44.8,4.2,4.2,3.0,4.75,96,70,0
2026-06-25,ATH,SFG,9,6,6.5,-110,-110,50.6,50.6,4.2,4.2,2.5,5.25,96,70,0
2026-06-25,HOU,DET,2,1,7.0,-110,-110,84.7,75.8,4.2,4.2,3.2,4.2,98,70,0
2026-06-25,PHI,WSN,10,5,11.5,-110,-110,107.9,184.4,4.2,4.2,5.4,4.4,100,70,0
2026-06-25,TEX,TOR,6,5,9.0,-110,-110,111.4,80.2,4.2,4.77,5.0,4.4,101,70,0
2026-06-25,CHC,NYM,4,3,12.5,-110,-110,84.4,194.4,4.99,4.2,10.0,5.5,97,70,0
2026-06-25,NYY,BOS,3,6,8.0,-110,-110,84.7,62.4,4.2,4.2,3.4,4.8,105,70,0
2026-06-26,HOU,DET,0,8,6.5,-110,-110,74.3,70.6,4.2,4.2,3.0,3.67,98,70,0
2026-06-26,CIN,PIT,6,4,7.0,-110,-110,120.5,89.3,4.2,4.2,2.6,2.6,96,70,0
2026-06-26,WSN,BAL,1,3,9.5,-110,-110,124.8,107.7,4.2,4.2,3.2,6.17,98,70,0
2026-06-26,TEX,TOR,5,4,9.5,-110,-110,112.2,89.7,4.2,4.2,5.2,4.5,101,70,0
2026-06-26,SEA,CLE,3,1,6.5,-110,-110,85.2,40.4,3.88,4.2,2.8,4.8,97,70,0
2026-06-26,ARI,TBR,1,6,10.0,-110,-110,116.7,112.9,4.2,4.2,4.33,6.0,98,70,0
2026-06-26,PHI,NYM,2,1,12.5,-110,-110,83.0,192.4,4.2,4.2,9.0,4.5,97,70,0
2026-06-26,NYY,BOS,1,6,8.0,-110,-110,95.0,64.6,4.2,4.2,3.33,5.0,105,70,0
2026-06-26,KCR,CHW,1,22,10.0,-110,-110,73.2,132.6,4.2,4.2,3.8,7.2,101,70,0
2026-06-26,CHC,MIL,2,6,10.0,-110,-110,98.8,175.1,4.2,4.2,2.8,5.0,101,70,0
2026-06-26,COL,MIN,8,9,9.5,-110,-110,121.4,94.4,4.2,4.2,5.6,4.4,99,70,0
2026-06-26,MIA,STL,4,0,9.0,-110,-110,122.4,93.4,4.2,4.2,6.25,2.8,98,70,0
2026-06-26,ATH,LAA,9,3,9.5,-110,-110,129.8,80.6,4.2,3.46,4.0,5.4,99,70,0
2026-06-26,LAD,SDP,1,7,8.0,-110,-110,98.1,93.7,4.2,4.2,3.2,4.4,96,70,0
2026-06-26,ATL,SFG,3,1,7.0,-110,-110,67.0,71.5,4.2,4.2,3.8,5.0,96,70,0
2026-06-27,HOU,DET,8,6,6.5,-110,-110,89.8,61.0,4.2,4.2,2.57,4.29,98,70,0
2026-06-27,NYY,BOS,1,4,8.0,-110,-110,98.9,57.4,4.2,4.2,3.0,5.14,105,70,0
2026-06-27,TEX,TOR,7,4,9.5,-110,-110,108.4,92.9,4.2,4.2,5.17,4.43,101,70,0
2026-06-27,CIN,PIT,9,7,7.5,-110,-110,115.6,97.0,3.81,4.2,3.17,2.83,96,70,0
2026-06-27,PHI,NYM,2,6,11.0,-110,-110,72.9,168.1,4.2,4.2,8.0,4.0,97,70,0
2026-06-27,KCR,CHW,1,2,12.5,-110,-110,140.7,111.1,3.62,4.2,3.33,9.67,101,70,0
2026-06-27,ARI,TBR,2,4,9.5,-110,-110,118.2,96.9,4.2,4.2,3.86,6.0,98,70,0
2026-06-27,WSN,BAL,4,3,9.0,-110,-110,116.0,96.2,4.2,4.2,2.83,5.71,98,70,0
2026-06-27,SEA,CLE,3,4,6.5,-110,-110,75.0,45.0,4.2,4.2,2.83,4.17,97,70,0
2026-06-27,COL,MIN,8,5,11.0,-110,-110,135.2,108.9,4.2,4.2,6.0,5.17,99,70,0
2026-06-27,CHC,MIL,8,2,10.0,-110,-110,104.7,153.3,4.2,4.2,2.67,5.17,101,70,0
2026-06-27,MIA,STL,5,1,8.0,-110,-110,98.6,93.4,4.2,5.31,5.8,2.33,98,70,0
2026-06-27,LAD,SDP,15,3,8.0,-110,-110,108.7,82.4,4.2,4.2,2.83,4.83,96,70,0
2026-06-27,ATL,SFG,0,5,6.5,-110,-110,59.4,70.5,4.2,4.2,3.67,4.33,96,70,0
2026-06-27,ATH,LAA,2,5,9.5,-110,-110,119.3,100.6,4.2,4.2,4.83,5.0,99,70,0
2026-06-28,WSN,BAL,6,4,8.5,-110,-110,108.8,95.2,4.2,4.94,3.0,5.38,98,70,0
2026-06-28,CIN,PIT,4,9,8.5,-110,-110,121.5,111.9,4.2,4.35,4.0,3.43,96,70,0
2026-06-28,TEX,TOR,3,2,9.5,-110,-110,105.1,100.3,4.2,4.2,5.43,4.38,101,70,0
2026-06-28,HOU,DET,7,5,7.5,-110,-110,95.1,75.5,4.2,4.2,3.25,4.5,98,70,0
2026-06-28,SEA,CLE,5,6,6.5,-110,-110,76.5,47.8,4.2,3.26,2.86,4.14,97,70,0
2026-06-28,ARI,TBR,1,5,9.0,-110,-110,114.1,89.1,4.2,4.2,3.62,5.71,98,70,0
2026-06-28,PHI,NYM,5,4,10.5,-110,-110,80.9,153.5,4.2,3.57,7.25,4.25,97,70,0
2026-06-28,COL,MIN,2,3,11.0,-110,-110,130.8,118.0,4.2,4.2,6.29,5.14,99,70,0
2026-06-28,KCR,CHW,5,4,11.0,-110,-110,128.1,99.3,4.2,4.2,3.0,8.57,101,70,0
2026-06-28,CHC,MIL,4,3,10.0,-110,-110,96.1,156.9,4.2,4.2,3.43,4.71,101,70,0
2026-06-28,MIA,STL,1,2,8.0,-110,-110,86.1,96.2,4.2,4.2,5.67,2.14,98,70,0
2026-06-28,ATH,LAA,1,4,9.5,-110,-110,119.3,93.5,4.2,4.2,4.43,5.0,99,70,0
2026-06-28,ATL,SFG,2,3,6.5,-110,-110,68.0,61.5,4.2,4.2,3.14,4.43,96,70,0
2026-06-28,LAD,SDP,4,2,9.0,-110,-110,104.0,120.2,4.2,4.2,4.57,4.57,96,70,0
2026-06-28,NYY,BOS,4,5,7.5,-110,-110,99.7,54.1,4.2,4.2,2.75,5.0,105,70,0
2026-06-29,CHW,BAL,8,2,8.5,-110,-110,108.3,125.4,4.2,4.2,3.38,3.25,98,70,0
2026-06-29,PIT,PHI,11,7,10.5,-110,-110,151.8,133.8,4.2,4.2,4.22,4.0,103,70,0
2026-06-29,DET,NYY,7,3,8.0,-110,-110,57.7,97.8,3.99,4.2,5.0,3.67,104,70,0
2026-06-29,NYM,TOR,1,2,10.0,-110,-110,98.7,82.7,3.73,4.42,5.12,7.0,101,70,0
2026-06-29,WSN,BOS,3,6,9.0,-110,-110,100.8,100.8,4.2,4.2,2.89,5.22,105,70,0
2026-06-29,TEX,CLE,6,3,7.5,-110,-110,85.0,98.2,4.2,4.2,3.12,4.11,97,70,0
2026-06-29,CIN,MIL,3,5,8.5,-110,-110,93.5,110.5,4.2,4.2,3.5,4.12,101,70,0
2026-06-29,SDP,CHC,2,3,10.0,-110,-110,150.3,96.4,4.2,4.2,4.5,4.5,102,70,0
2026-06-29,MIN,HOU,5,4,9.5,-110,-110,86.0,125.2,4.2,4.2,4.56,5.75,99,70,0
2026-06-29,MIA,COL,10,7,9.0,-110,-110,110.9,88.2,4.2,4.2,4.88,2.12,116,70,0
2026-06-29,LAD,ATH,9,4,9.0,-110,-110,84.7,115.8,4.2,4.2,4.88,4.25,98,70,0
2026-06-29,LAA,SEA,2,6,7.5,-110,-110,56.3,115.4,4.2,4.2,4.38,4.0,95,70,0
2026-06-29,SFG,ARI,4,5,7.5,-110,-110,81.7,67.6,2.48,4.2,5.62,3.0,101,70,0
2026-06-30,CHW,BAL,9,3,8.5,-110,-110,100.1,130.2,4.2,4.2,3.89,3.11,98,70,0
